,time,hour_rads,regional_name,categories,problem_type_1,count,nProb_km2,avg_monthlyIncome,pop_km2,people_house
1003,8,5.759586531581288,BOA VISTA,CriminalBehaviour,False Identity,1,0.016077170220805348,1612.0,3630.0,3.42
1004,8,5.759586531581288,BOA VISTA,CriminalBehaviour,Fraud (monetary),1,0.016077170220805348,1612.0,3630.0,3.42
1005,8,5.759586531581288,BOA VISTA,CriminalBehaviour,Gunshot,3,0.04823151066241604,1612.0,3630.0,3.42
1006,8,5.759586531581288,BOA VISTA,CriminalBehaviour,Illegal possession,4,0.06430868088322139,1612.0,3630.0,3.42
1007,8,5.759586531581288,BOA VISTA,CriminalBehaviour,Illitcit Substance,51,0.8199356812610726,1612.0,3630.0,3.42
1008,8,5.759586531581288,BOA VISTA,CriminalBehaviour,Obscene/libelous acts,5,0.08038585110402673,1612.0,3630.0,3.42
1009,8,5.759586531581288,BOA VISTA,CriminalBehaviour,Physical/Verbal Agression,26,0.418006425740939,1612.0,3630.0,3.42
1010,8,5.759586531581288,BOA VISTA,CriminalBehaviour,Robbery,22,0.3536977448577176,1612.0,3630.0,3.42
1011,8,5.759586531581288,BOA VISTA,CriminalBehaviour,Theft,28,0.4501607661825497,1612.0,3630.0,3.42
1012,8,5.759586531581288,BOA VISTA,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,18,0.2893890639744962,1612.0,3630.0,3.42
1013,8,5.759586531581288,BOQUEIRÃO,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1,0.025125628622345058,1338.0,4728.0,3.5
1014,8,5.759586531581288,BOQUEIRÃO,CriminalBehaviour,Agression,11,0.27638191484579566,1338.0,4728.0,3.5
1015,8,5.759586531581288,BOQUEIRÃO,CriminalBehaviour,Break-in,43,1.0804020307608375,1338.0,4728.0,3.5
1016,8,5.759586531581288,BOQUEIRÃO,CriminalBehaviour,Corporal injury,1,0.025125628622345058,1338.0,4728.0,3.5
1017,8,5.759586531581288,BOQUEIRÃO,CriminalBehaviour,Crime against corpses,2,0.050251257244690116,1338.0,4728.0,3.5
1018,8,5.759586531581288,BOQUEIRÃO,CriminalBehaviour,Environmental crime,4,0.10050251448938023,1338.0,4728.0,3.5
1019,8,5.759586531581288,BOQUEIRÃO,CriminalBehaviour,False Identity,1,0.025125628622345058,1338.0,4728.0,3.5
1020,8,5.759586531581288,BOQUEIRÃO,CriminalBehaviour,False money,1,0.025125628622345058,1338.0,4728.0,3.5
1021,8,5.759586531581288,BOQUEIRÃO,CriminalBehaviour,Fishing in Prohibited Places,18,0.4522613152022111,1338.0,4728.0,3.5
1022,8,5.759586531581288,BOQUEIRÃO,CriminalBehaviour,Gunshot,1,0.025125628622345058,1338.0,4728.0,3.5
1023,8,5.759586531581288,BOQUEIRÃO,CriminalBehaviour,Illitcit Substance,30,0.7537688586703518,1338.0,4728.0,3.5
1024,8,5.759586531581288,BOQUEIRÃO,CriminalBehaviour,Irregular Construction,3,0.07537688586703518,1338.0,4728.0,3.5
1025,8,5.759586531581288,BOQUEIRÃO,CriminalBehaviour,Misuse of transport card,1,0.025125628622345058,1338.0,4728.0,3.5
1026,8,5.759586531581288,BOQUEIRÃO,CriminalBehaviour,Murder,1,0.025125628622345058,1338.0,4728.0,3.5
1027,8,5.759586531581288,BOQUEIRÃO,CriminalBehaviour,Obscene/libelous acts,9,0.22613065760110554,1338.0,4728.0,3.5
1028,8,5.759586531581288,BOQUEIRÃO,CriminalBehaviour,Physical/Verbal Agression,25,0.6281407155586265,1338.0,4728.0,3.5
1029,8,5.759586531581288,BOQUEIRÃO,CriminalBehaviour,Robbery,68,1.708542746319464,1338.0,4728.0,3.5
1030,8,5.759586531581288,BOQUEIRÃO,CriminalBehaviour,Sexual harassment,4,0.10050251448938023,1338.0,4728.0,3.5
1031,8,5.759586531581288,BOQUEIRÃO,CriminalBehaviour,Theft,34,0.854271373159732,1338.0,4728.0,3.5
1032,8,5.759586531581288,BOQUEIRÃO,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,14,0.35175880071283083,1338.0,4728.0,3.5
1033,8,5.759586531581288,BOQUEIRÃO,CriminalBehaviour,Violation of graves,1,0.025125628622345058,1338.0,4728.0,3.5
1034,8,5.759586531581288,CAJURU,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1,0.028328612510283742,1384.0,5545.0,4.55
1035,8,5.759586531581288,CAJURU,CriminalBehaviour,Agression,3,0.08498583753085123,1384.0,5545.0,4.55
1036,8,5.759586531581288,CAJURU,CriminalBehaviour,Animal abuse,1,0.028328612510283742,1384.0,5545.0,4.55
1037,8,5.759586531581288,CAJURU,CriminalBehaviour,Break-in,33,0.9348442128393635,1384.0,5545.0,4.55
1038,8,5.759586531581288,CAJURU,CriminalBehaviour,Corporal injury,3,0.08498583753085123,1384.0,5545.0,4.55
1039,8,5.759586531581288,CAJURU,CriminalBehaviour,Exploitation of minors,1,0.028328612510283742,1384.0,5545.0,4.55
1040,8,5.759586531581288,CAJURU,CriminalBehaviour,Gang-sacking/pillaging,1,0.028328612510283742,1384.0,5545.0,4.55
1041,8,5.759586531581288,CAJURU,CriminalBehaviour,Gunshot,3,0.08498583753085123,1384.0,5545.0,4.55
1042,8,5.759586531581288,CAJURU,CriminalBehaviour,Illitcit Substance,11,0.3116147376131212,1384.0,5545.0,4.55
1043,8,5.759586531581288,CAJURU,CriminalBehaviour,Irregular Construction,1,0.028328612510283742,1384.0,5545.0,4.55
1044,8,5.759586531581288,CAJURU,CriminalBehaviour,Kidnapping and imprisonment,2,0.056657225020567484,1384.0,5545.0,4.55
1045,8,5.759586531581288,CAJURU,CriminalBehaviour,Misuse of transport card,1,0.028328612510283742,1384.0,5545.0,4.55
1046,8,5.759586531581288,CAJURU,CriminalBehaviour,Obscene/libelous acts,5,0.1416430625514187,1384.0,5545.0,4.55
1047,8,5.759586531581288,CAJURU,CriminalBehaviour,Physical/Verbal Agression,10,0.2832861251028374,1384.0,5545.0,4.55
1048,8,5.759586531581288,CAJURU,CriminalBehaviour,Rape,1,0.028328612510283742,1384.0,5545.0,4.55
1049,8,5.759586531581288,CAJURU,CriminalBehaviour,Robbery,44,1.2464589504524848,1384.0,5545.0,4.55
1050,8,5.759586531581288,CAJURU,CriminalBehaviour,Sexual harassment,1,0.028328612510283742,1384.0,5545.0,4.55
1051,8,5.759586531581288,CAJURU,CriminalBehaviour,Theft,44,1.2464589504524848,1384.0,5545.0,4.55
1052,8,5.759586531581288,CAJURU,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,33,0.9348442128393635,1384.0,5545.0,4.55
1053,8,5.759586531581288,CIC,CriminalBehaviour,Abandonment/nonsupport of incompetent person,3,0.04870129990766699,523.0,2698.0,3.63
1054,8,5.759586531581288,CIC,CriminalBehaviour,Agression,6,0.09740259981533397,523.0,2698.0,3.63
1055,8,5.759586531581288,CIC,CriminalBehaviour,Break-in,45,0.7305194986150048,523.0,2698.0,3.63
1056,8,5.759586531581288,CIC,CriminalBehaviour,Child grooming/enticement,1,0.016233766635888994,523.0,2698.0,3.63
1057,8,5.759586531581288,CIC,CriminalBehaviour,Corporal injury,1,0.016233766635888994,523.0,2698.0,3.63
1058,8,5.759586531581288,CIC,CriminalBehaviour,Environmental crime,1,0.016233766635888994,523.0,2698.0,3.63
1059,8,5.759586531581288,CIC,CriminalBehaviour,Extortion,1,0.016233766635888994,523.0,2698.0,3.63
1060,8,5.759586531581288,CIC,CriminalBehaviour,Fishing in Prohibited Places,1,0.016233766635888994,523.0,2698.0,3.63
1061,8,5.759586531581288,CIC,CriminalBehaviour,Gunshot,7,0.11363636645122296,523.0,2698.0,3.63
1062,8,5.759586531581288,CIC,CriminalBehaviour,Illegal possession,3,0.04870129990766699,523.0,2698.0,3.63
1063,8,5.759586531581288,CIC,CriminalBehaviour,Illitcit Substance,29,0.47077923244078085,523.0,2698.0,3.63
1064,8,5.759586531581288,CIC,CriminalBehaviour,Irregular Construction,1,0.016233766635888994,523.0,2698.0,3.63
1065,8,5.759586531581288,CIC,CriminalBehaviour,Misuse of transport card,2,0.03246753327177799,523.0,2698.0,3.63
1066,8,5.759586531581288,CIC,CriminalBehaviour,Obscene/libelous acts,4,0.06493506654355598,523.0,2698.0,3.63
1067,8,5.759586531581288,CIC,CriminalBehaviour,Physical/Verbal Agression,15,0.24350649953833492,523.0,2698.0,3.63
1068,8,5.759586531581288,CIC,CriminalBehaviour,Robbery,28,0.45454546580489186,523.0,2698.0,3.63
1069,8,5.759586531581288,CIC,CriminalBehaviour,Sexual harassment,2,0.03246753327177799,523.0,2698.0,3.63
1070,8,5.759586531581288,CIC,CriminalBehaviour,Theft,27,0.43831169916900287,523.0,2698.0,3.63
1071,8,5.759586531581288,CIC,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,17,0.2759740328101129,523.0,2698.0,3.63
1072,8,5.759586531581288,MATRIZ,CriminalBehaviour,Agression,57,1.570247966887166,2897.0,5573.0,2.77
1073,8,5.759586531581288,MATRIZ,CriminalBehaviour,Animal abuse,3,0.08264462983616663,2897.0,5573.0,2.77
1074,8,5.759586531581288,MATRIZ,CriminalBehaviour,Break-in,68,1.8732782762864437,2897.0,5573.0,2.77
1075,8,5.759586531581288,MATRIZ,CriminalBehaviour,Corporal injury,7,0.19283746961772213,2897.0,5573.0,2.77
1076,8,5.759586531581288,MATRIZ,CriminalBehaviour,Crime against individual liberty,3,0.08264462983616663,2897.0,5573.0,2.77
1077,8,5.759586531581288,MATRIZ,CriminalBehaviour,Discrimination,1,0.027548209945388875,2897.0,5573.0,2.77
1078,8,5.759586531581288,MATRIZ,CriminalBehaviour,Environmental crime,2,0.05509641989077775,2897.0,5573.0,2.77
1079,8,5.759586531581288,MATRIZ,CriminalBehaviour,False Identity,1,0.027548209945388875,2897.0,5573.0,2.77
1080,8,5.759586531581288,MATRIZ,CriminalBehaviour,Favouring prostitution,1,0.027548209945388875,2897.0,5573.0,2.77
1081,8,5.759586531581288,MATRIZ,CriminalBehaviour,Gunshot,3,0.08264462983616663,2897.0,5573.0,2.77
1082,8,5.759586531581288,MATRIZ,CriminalBehaviour,Illegal possession,11,0.30303030939927766,2897.0,5573.0,2.77
1083,8,5.759586531581288,MATRIZ,CriminalBehaviour,Illitcit Substance,431,11.873278486462606,2897.0,5573.0,2.77
1084,8,5.759586531581288,MATRIZ,CriminalBehaviour,Irregular Construction,1,0.027548209945388875,2897.0,5573.0,2.77
1085,8,5.759586531581288,MATRIZ,CriminalBehaviour,Kidnapping and imprisonment,1,0.027548209945388875,2897.0,5573.0,2.77
1086,8,5.759586531581288,MATRIZ,CriminalBehaviour,Misuse of transport card,11,0.30303030939927766,2897.0,5573.0,2.77
1087,8,5.759586531581288,MATRIZ,CriminalBehaviour,Obscene/libelous acts,30,0.8264462983616663,2897.0,5573.0,2.77
1088,8,5.759586531581288,MATRIZ,CriminalBehaviour,Physical/Verbal Agression,67,1.8457300663410547,2897.0,5573.0,2.77
1089,8,5.759586531581288,MATRIZ,CriminalBehaviour,Rape,1,0.027548209945388875,2897.0,5573.0,2.77
1090,8,5.759586531581288,MATRIZ,CriminalBehaviour,Robbery,164,4.517906431043776,2897.0,5573.0,2.77
1091,8,5.759586531581288,MATRIZ,CriminalBehaviour,Sexual harassment,20,0.5509641989077776,2897.0,5573.0,2.77
1092,8,5.759586531581288,MATRIZ,CriminalBehaviour,Smuggling/contraband,2,0.05509641989077775,2897.0,5573.0,2.77
1093,8,5.759586531581288,MATRIZ,CriminalBehaviour,Theft,156,4.297520751480665,2897.0,5573.0,2.77
1094,8,5.759586531581288,MATRIZ,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",2,0.05509641989077775,2897.0,5573.0,2.77
1095,8,5.759586531581288,MATRIZ,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,13,0.3581267292900554,2897.0,5573.0,2.77
1096,8,5.759586531581288,MATRIZ,CriminalBehaviour,Violation of graves,1,0.027548209945388875,2897.0,5573.0,2.77
1097,8,5.759586531581288,PINHEIRINHO,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1,0.06329113847646667,842.0,3942.0,2.58
1098,8,5.759586531581288,PINHEIRINHO,CriminalBehaviour,Abuse of incapacitated persons,1,0.06329113847646667,842.0,3942.0,2.58
1099,8,5.759586531581288,PINHEIRINHO,CriminalBehaviour,Agression,4,0.2531645539058667,842.0,3942.0,2.58
1100,8,5.759586531581288,PINHEIRINHO,CriminalBehaviour,Break-in,28,1.7721518773410667,842.0,3942.0,2.58
1101,8,5.759586531581288,PINHEIRINHO,CriminalBehaviour,Corporal injury,1,0.06329113847646667,842.0,3942.0,2.58
1102,8,5.759586531581288,PINHEIRINHO,CriminalBehaviour,Gunshot,1,0.06329113847646667,842.0,3942.0,2.58
1103,8,5.759586531581288,PINHEIRINHO,CriminalBehaviour,Illegal possession,1,0.06329113847646667,842.0,3942.0,2.58
1104,8,5.759586531581288,PINHEIRINHO,CriminalBehaviour,Illitcit Substance,17,1.0759493540999334,842.0,3942.0,2.58
1105,8,5.759586531581288,PINHEIRINHO,CriminalBehaviour,Irregular Construction,1,0.06329113847646667,842.0,3942.0,2.58
1106,8,5.759586531581288,PINHEIRINHO,CriminalBehaviour,"Loss, concealment or destruction of books or documents",1,0.06329113847646667,842.0,3942.0,2.58
1107,8,5.759586531581288,PINHEIRINHO,CriminalBehaviour,Misuse of transport card,1,0.06329113847646667,842.0,3942.0,2.58
1108,8,5.759586531581288,PINHEIRINHO,CriminalBehaviour,Obscene/libelous acts,3,0.1898734154294,842.0,3942.0,2.58
1109,8,5.759586531581288,PINHEIRINHO,CriminalBehaviour,Physical/Verbal Agression,18,1.1392404925764,842.0,3942.0,2.58
1110,8,5.759586531581288,PINHEIRINHO,CriminalBehaviour,Robbery,39,2.4683544005822,842.0,3942.0,2.58
1111,8,5.759586531581288,PINHEIRINHO,CriminalBehaviour,Sexual harassment,3,0.1898734154294,842.0,3942.0,2.58
1112,8,5.759586531581288,PINHEIRINHO,CriminalBehaviour,Theft,22,1.3924050464822666,842.0,3942.0,2.58
1113,8,5.759586531581288,PINHEIRINHO,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,8,0.5063291078117333,842.0,3942.0,2.58
1114,8,5.759586531581288,PORTÃO,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1,0.025125628622345058,1516.0,6193.0,3.15
1115,8,5.759586531581288,PORTÃO,CriminalBehaviour,Abuse of incapacitated persons,1,0.025125628622345058,1516.0,6193.0,3.15
1116,8,5.759586531581288,PORTÃO,CriminalBehaviour,Agression,13,0.32663317209048576,1516.0,6193.0,3.15
1117,8,5.759586531581288,PORTÃO,CriminalBehaviour,Break-in,32,0.8040201159150419,1516.0,6193.0,3.15
1118,8,5.759586531581288,PORTÃO,CriminalBehaviour,Corporal injury,2,0.050251257244690116,1516.0,6193.0,3.15
1119,8,5.759586531581288,PORTÃO,CriminalBehaviour,Corruption,1,0.025125628622345058,1516.0,6193.0,3.15
1120,8,5.759586531581288,PORTÃO,CriminalBehaviour,Environmental crime,1,0.025125628622345058,1516.0,6193.0,3.15
1121,8,5.759586531581288,PORTÃO,CriminalBehaviour,Extortion,2,0.050251257244690116,1516.0,6193.0,3.15
1122,8,5.759586531581288,PORTÃO,CriminalBehaviour,Fishing in Prohibited Places,6,0.15075377173407037,1516.0,6193.0,3.15
1123,8,5.759586531581288,PORTÃO,CriminalBehaviour,Fraud (monetary),1,0.025125628622345058,1516.0,6193.0,3.15
1124,8,5.759586531581288,PORTÃO,CriminalBehaviour,Gunshot,2,0.050251257244690116,1516.0,6193.0,3.15
1125,8,5.759586531581288,PORTÃO,CriminalBehaviour,Illegal possession,1,0.025125628622345058,1516.0,6193.0,3.15
1126,8,5.759586531581288,PORTÃO,CriminalBehaviour,Illitcit Substance,38,0.9547738876491123,1516.0,6193.0,3.15
1127,8,5.759586531581288,PORTÃO,CriminalBehaviour,Irregular Construction,1,0.025125628622345058,1516.0,6193.0,3.15
1128,8,5.759586531581288,PORTÃO,CriminalBehaviour,Misuse of transport card,1,0.025125628622345058,1516.0,6193.0,3.15
1129,8,5.759586531581288,PORTÃO,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,1,0.025125628622345058,1516.0,6193.0,3.15
1130,8,5.759586531581288,PORTÃO,CriminalBehaviour,Obscene/libelous acts,9,0.22613065760110554,1516.0,6193.0,3.15
1131,8,5.759586531581288,PORTÃO,CriminalBehaviour,Physical/Verbal Agression,17,0.427135686579866,1516.0,6193.0,3.15
1132,8,5.759586531581288,PORTÃO,CriminalBehaviour,Robbery,61,1.5326633459630485,1516.0,6193.0,3.15
1133,8,5.759586531581288,PORTÃO,CriminalBehaviour,Sexual harassment,2,0.050251257244690116,1516.0,6193.0,3.15
1134,8,5.759586531581288,PORTÃO,CriminalBehaviour,Theft,42,1.0552764021384924,1516.0,6193.0,3.15
1135,8,5.759586531581288,PORTÃO,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,7,0.17587940035641542,1516.0,6193.0,3.15
1136,8,5.759586531581288,REGIÃO METROPOLITANA,CriminalBehaviour,Break-in,1,,,,
1137,8,5.759586531581288,REGIÃO METROPOLITANA,CriminalBehaviour,Fraud (monetary),1,,,,
1138,8,5.759586531581288,REGIÃO METROPOLITANA,CriminalBehaviour,Gunshot,2,,,,
1139,8,5.759586531581288,REGIÃO METROPOLITANA,CriminalBehaviour,Theft,1,,,,
1140,8,5.759586531581288,SANTA FELICIDADE,CriminalBehaviour,Agression,4,0.06240249758531443,1681.0,2025.0,3.45
1141,8,5.759586531581288,SANTA FELICIDADE,CriminalBehaviour,Break-in,22,0.34321373671922933,1681.0,2025.0,3.45
1142,8,5.759586531581288,SANTA FELICIDADE,CriminalBehaviour,Environmental crime,1,0.015600624396328608,1681.0,2025.0,3.45
1143,8,5.759586531581288,SANTA FELICIDADE,CriminalBehaviour,Fishing in Prohibited Places,3,0.04680187318898582,1681.0,2025.0,3.45
1144,8,5.759586531581288,SANTA FELICIDADE,CriminalBehaviour,Gunshot,1,0.015600624396328608,1681.0,2025.0,3.45
1145,8,5.759586531581288,SANTA FELICIDADE,CriminalBehaviour,Illegal possession,1,0.015600624396328608,1681.0,2025.0,3.45
1146,8,5.759586531581288,SANTA FELICIDADE,CriminalBehaviour,Illitcit Substance,20,0.31201248792657216,1681.0,2025.0,3.45
1147,8,5.759586531581288,SANTA FELICIDADE,CriminalBehaviour,Irregular landfill,1,0.015600624396328608,1681.0,2025.0,3.45
1148,8,5.759586531581288,SANTA FELICIDADE,CriminalBehaviour,"Loss, concealment or destruction of books or documents",1,0.015600624396328608,1681.0,2025.0,3.45
1149,8,5.759586531581288,SANTA FELICIDADE,CriminalBehaviour,Obscene/libelous acts,17,0.26521061473758634,1681.0,2025.0,3.45
1150,8,5.759586531581288,SANTA FELICIDADE,CriminalBehaviour,Physical/Verbal Agression,16,0.24960999034125772,1681.0,2025.0,3.45
1151,8,5.759586531581288,SANTA FELICIDADE,CriminalBehaviour,Robbery,21,0.32761311232290075,1681.0,2025.0,3.45
1152,8,5.759586531581288,SANTA FELICIDADE,CriminalBehaviour,Sexual harassment,9,0.14040561956695746,1681.0,2025.0,3.45
1153,8,5.759586531581288,SANTA FELICIDADE,CriminalBehaviour,Theft,30,0.4680187318898582,1681.0,2025.0,3.45
1154,8,5.759586531581288,SANTA FELICIDADE,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,11,0.17160686835961467,1681.0,2025.0,3.45
1155,8,5.759586531581288,TATUQUARA,CriminalBehaviour,Agression,3,0.07317073170731707,518.0,1126.0,3.81
1156,8,5.759586531581288,TATUQUARA,CriminalBehaviour,Break-in,28,0.6829268292682927,518.0,1126.0,3.81
1157,8,5.759586531581288,TATUQUARA,CriminalBehaviour,Environmental crime,1,0.024390243902439025,518.0,1126.0,3.81
1158,8,5.759586531581288,TATUQUARA,CriminalBehaviour,Gunshot,1,0.024390243902439025,518.0,1126.0,3.81
1159,8,5.759586531581288,TATUQUARA,CriminalBehaviour,Illitcit Substance,7,0.17073170731707318,518.0,1126.0,3.81
1160,8,5.759586531581288,TATUQUARA,CriminalBehaviour,Irregular Construction,5,0.12195121951219512,518.0,1126.0,3.81
1161,8,5.759586531581288,TATUQUARA,CriminalBehaviour,Physical/Verbal Agression,8,0.1951219512195122,518.0,1126.0,3.81
1162,8,5.759586531581288,TATUQUARA,CriminalBehaviour,Rape,1,0.024390243902439025,518.0,1126.0,3.81
1163,8,5.759586531581288,TATUQUARA,CriminalBehaviour,Robbery,10,0.24390243902439024,518.0,1126.0,3.81
1164,8,5.759586531581288,TATUQUARA,CriminalBehaviour,Theft,11,0.2682926829268293,518.0,1126.0,3.81
1165,8,5.759586531581288,TATUQUARA,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,13,0.3170731707317073,518.0,1126.0,3.81
1166,9,5.497787143782138,BAIRRO NOVO,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1,0.02232142895156024,870.0,2775.0,2.65
1167,9,5.497787143782138,BAIRRO NOVO,CriminalBehaviour,Agression,5,0.1116071447578012,870.0,2775.0,2.65
1168,9,5.497787143782138,BAIRRO NOVO,CriminalBehaviour,Animal abuse,1,0.02232142895156024,870.0,2775.0,2.65
1169,9,5.497787143782138,BAIRRO NOVO,CriminalBehaviour,Break-in,41,0.9151785870139699,870.0,2775.0,2.65
1170,9,5.497787143782138,BAIRRO NOVO,CriminalBehaviour,Corporal injury,2,0.04464285790312048,870.0,2775.0,2.65
1171,9,5.497787143782138,BAIRRO NOVO,CriminalBehaviour,Environmental crime,7,0.15625000266092168,870.0,2775.0,2.65
1172,9,5.497787143782138,BAIRRO NOVO,CriminalBehaviour,Gunshot,7,0.15625000266092168,870.0,2775.0,2.65
1173,9,5.497787143782138,BAIRRO NOVO,CriminalBehaviour,Illitcit Substance,46,1.026785731771771,870.0,2775.0,2.65
1174,9,5.497787143782138,BAIRRO NOVO,CriminalBehaviour,Irregular Construction,1,0.02232142895156024,870.0,2775.0,2.65
1175,9,5.497787143782138,BAIRRO NOVO,CriminalBehaviour,Kidnapping and imprisonment,1,0.02232142895156024,870.0,2775.0,2.65
1176,9,5.497787143782138,BAIRRO NOVO,CriminalBehaviour,Misuse of transport card,1,0.02232142895156024,870.0,2775.0,2.65
1177,9,5.497787143782138,BAIRRO NOVO,CriminalBehaviour,Obscene/libelous acts,4,0.08928571580624096,870.0,2775.0,2.65
1178,9,5.497787143782138,BAIRRO NOVO,CriminalBehaviour,Physical/Verbal Agression,21,0.46875000798276506,870.0,2775.0,2.65
1179,9,5.497787143782138,BAIRRO NOVO,CriminalBehaviour,Robbery,54,1.205357163384253,870.0,2775.0,2.65
1180,9,5.497787143782138,BAIRRO NOVO,CriminalBehaviour,Sexual harassment,2,0.04464285790312048,870.0,2775.0,2.65
1181,9,5.497787143782138,BAIRRO NOVO,CriminalBehaviour,Theft,40,0.8928571580624096,870.0,2775.0,2.65
1182,9,5.497787143782138,BAIRRO NOVO,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,24,0.5357142948374458,870.0,2775.0,2.65
1183,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1,0.016077170220805348,1612.0,3630.0,3.42
1184,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Abuse of incapacitated persons,1,0.016077170220805348,1612.0,3630.0,3.42
1185,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Agression,10,0.16077170220805345,1612.0,3630.0,3.42
1186,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Arbitrary violence,1,0.016077170220805348,1612.0,3630.0,3.42
1187,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Break-in,38,0.6109324683906031,1612.0,3630.0,3.42
1188,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Child grooming/enticement,2,0.032154340441610696,1612.0,3630.0,3.42
1189,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Corporal injury,3,0.04823151066241604,1612.0,3630.0,3.42
1190,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Environmental crime,7,0.11254019154563742,1612.0,3630.0,3.42
1191,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Extortion,1,0.016077170220805348,1612.0,3630.0,3.42
1192,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Fishing in Prohibited Places,8,0.12861736176644278,1612.0,3630.0,3.42
1193,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Gunshot,2,0.032154340441610696,1612.0,3630.0,3.42
1194,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Illegal possession,2,0.032154340441610696,1612.0,3630.0,3.42
1195,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Illitcit Substance,72,1.1575562558979848,1612.0,3630.0,3.42
1196,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Irregular Construction,2,0.032154340441610696,1612.0,3630.0,3.42
1197,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Irregular landfill,1,0.016077170220805348,1612.0,3630.0,3.42
1198,9,5.497787143782138,BOA VISTA,CriminalBehaviour,"Loss, concealment or destruction of books or documents",1,0.016077170220805348,1612.0,3630.0,3.42
1199,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Maltreatment,1,0.016077170220805348,1612.0,3630.0,3.42
1200,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Murder,1,0.016077170220805348,1612.0,3630.0,3.42
1201,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Obscene/libelous acts,12,0.19292604264966415,1612.0,3630.0,3.42
1202,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Physical/Verbal Agression,23,0.36977491507852295,1612.0,3630.0,3.42
1203,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Rape,1,0.016077170220805348,1612.0,3630.0,3.42
1204,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Robbery,32,0.5144694470657711,1612.0,3630.0,3.42
1205,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Sexual harassment,2,0.032154340441610696,1612.0,3630.0,3.42
1206,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Theft,35,0.5627009577281871,1612.0,3630.0,3.42
1207,9,5.497787143782138,BOA VISTA,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,26,0.418006425740939,1612.0,3630.0,3.42
1208,9,5.497787143782138,BOQUEIRÃO,CriminalBehaviour,Abandonment/nonsupport of incompetent person,2,0.050251257244690116,1338.0,4728.0,3.5
1209,9,5.497787143782138,BOQUEIRÃO,CriminalBehaviour,Abuse of incapacitated persons,1,0.025125628622345058,1338.0,4728.0,3.5
1210,9,5.497787143782138,BOQUEIRÃO,CriminalBehaviour,Agression,12,0.30150754346814074,1338.0,4728.0,3.5
1211,9,5.497787143782138,BOQUEIRÃO,CriminalBehaviour,Break-in,60,1.5075377173407036,1338.0,4728.0,3.5
1212,9,5.497787143782138,BOQUEIRÃO,CriminalBehaviour,Corporal injury,1,0.025125628622345058,1338.0,4728.0,3.5
1213,9,5.497787143782138,BOQUEIRÃO,CriminalBehaviour,Crime against corpses,2,0.050251257244690116,1338.0,4728.0,3.5
1214,9,5.497787143782138,BOQUEIRÃO,CriminalBehaviour,Environmental crime,5,0.1256281431117253,1338.0,4728.0,3.5
1215,9,5.497787143782138,BOQUEIRÃO,CriminalBehaviour,Fishing in Prohibited Places,24,0.6030150869362815,1338.0,4728.0,3.5
1216,9,5.497787143782138,BOQUEIRÃO,CriminalBehaviour,Gang-sacking/pillaging,1,0.025125628622345058,1338.0,4728.0,3.5
1217,9,5.497787143782138,BOQUEIRÃO,CriminalBehaviour,Gunshot,4,0.10050251448938023,1338.0,4728.0,3.5
