,index,year,month,week_day,regional_name,categories,problem_type_1,count
9370,9370,2012,11,1-Sunday,CIC,CriminalBehaviour,Physical/Verbal Agression,1
9371,9371,2012,11,1-Sunday,MATRIZ,CriminalBehaviour,Agression,1
9372,9372,2012,11,1-Sunday,MATRIZ,CriminalBehaviour,Break-in,3
9373,9373,2012,11,1-Sunday,MATRIZ,CriminalBehaviour,Illitcit Substance,19
9374,9374,2012,11,1-Sunday,MATRIZ,CriminalBehaviour,Physical/Verbal Agression,1
9375,9375,2012,11,1-Sunday,MATRIZ,CriminalBehaviour,Robbery,2
9376,9376,2012,11,1-Sunday,MATRIZ,CriminalBehaviour,Theft,1
9377,9377,2012,11,1-Sunday,PINHEIRINHO,CriminalBehaviour,Agression,1
9378,9378,2012,11,1-Sunday,PINHEIRINHO,CriminalBehaviour,Illitcit Substance,1
9379,9379,2012,11,1-Sunday,PINHEIRINHO,CriminalBehaviour,Robbery,1
9380,9380,2012,11,1-Sunday,PORTÃO,CriminalBehaviour,Break-in,1
9381,9381,2012,11,1-Sunday,PORTÃO,CriminalBehaviour,Illitcit Substance,5
9382,9382,2012,11,1-Sunday,PORTÃO,CriminalBehaviour,Physical/Verbal Agression,2
9383,9383,2012,11,1-Sunday,PORTÃO,CriminalBehaviour,Robbery,1
9384,9384,2012,11,1-Sunday,SANTA FELICIDADE,CriminalBehaviour,Gang-sacking/pillaging,1
9385,9385,2012,11,1-Sunday,SANTA FELICIDADE,CriminalBehaviour,Illitcit Substance,2
9386,9386,2012,11,1-Sunday,SANTA FELICIDADE,CriminalBehaviour,Theft,1
9387,9387,2012,11,2-Monday,BAIRRO NOVO,CriminalBehaviour,Break-in,1
9388,9388,2012,11,2-Monday,BAIRRO NOVO,CriminalBehaviour,Corporal injury,1
9389,9389,2012,11,2-Monday,BAIRRO NOVO,CriminalBehaviour,Illitcit Substance,2
9390,9390,2012,11,2-Monday,BOA VISTA,CriminalBehaviour,Break-in,2
9391,9391,2012,11,2-Monday,BOA VISTA,CriminalBehaviour,Gunshot,1
9392,9392,2012,11,2-Monday,BOA VISTA,CriminalBehaviour,Illitcit Substance,2
9393,9393,2012,11,2-Monday,BOA VISTA,CriminalBehaviour,Physical/Verbal Agression,1
9394,9394,2012,11,2-Monday,BOA VISTA,CriminalBehaviour,Robbery,1
9395,9395,2012,11,2-Monday,BOQUEIRÃO,CriminalBehaviour,Agression,1
9396,9396,2012,11,2-Monday,BOQUEIRÃO,CriminalBehaviour,Break-in,1
9397,9397,2012,11,2-Monday,BOQUEIRÃO,CriminalBehaviour,Illitcit Substance,1
9398,9398,2012,11,2-Monday,CAJURU,CriminalBehaviour,Break-in,4
9399,9399,2012,11,2-Monday,CAJURU,CriminalBehaviour,Robbery,1
9400,9400,2012,11,2-Monday,CAJURU,CriminalBehaviour,Theft,1
9401,9401,2012,11,2-Monday,CIC,CriminalBehaviour,Physical/Verbal Agression,1
9402,9402,2012,11,2-Monday,CIC,CriminalBehaviour,Robbery,1
9403,9403,2012,11,2-Monday,MATRIZ,CriminalBehaviour,Agression,1
9404,9404,2012,11,2-Monday,MATRIZ,CriminalBehaviour,Break-in,1
9405,9405,2012,11,2-Monday,MATRIZ,CriminalBehaviour,Illitcit Substance,17
9406,9406,2012,11,2-Monday,MATRIZ,CriminalBehaviour,Kidnapping and imprisonment,1
9407,9407,2012,11,2-Monday,MATRIZ,CriminalBehaviour,Misuse of transport card,2
9408,9408,2012,11,2-Monday,MATRIZ,CriminalBehaviour,Obscene/libelous acts,1
9409,9409,2012,11,2-Monday,MATRIZ,CriminalBehaviour,Physical/Verbal Agression,2
9410,9410,2012,11,2-Monday,MATRIZ,CriminalBehaviour,Robbery,2
9411,9411,2012,11,2-Monday,MATRIZ,CriminalBehaviour,Theft,1
9412,9412,2012,11,2-Monday,PINHEIRINHO,CriminalBehaviour,Physical/Verbal Agression,2
9413,9413,2012,11,2-Monday,PINHEIRINHO,CriminalBehaviour,Theft,1
9414,9414,2012,11,2-Monday,PORTÃO,CriminalBehaviour,Break-in,3
9415,9415,2012,11,2-Monday,PORTÃO,CriminalBehaviour,Illitcit Substance,3
9416,9416,2012,11,2-Monday,PORTÃO,CriminalBehaviour,Robbery,1
9417,9417,2012,11,3-Tuesday,BAIRRO NOVO,CriminalBehaviour,Illegal possession,1
9418,9418,2012,11,3-Tuesday,BOA VISTA,CriminalBehaviour,Break-in,1
9419,9419,2012,11,3-Tuesday,BOA VISTA,CriminalBehaviour,False Identity,1
9420,9420,2012,11,3-Tuesday,BOA VISTA,CriminalBehaviour,Illitcit Substance,2
9421,9421,2012,11,3-Tuesday,BOA VISTA,CriminalBehaviour,Robbery,1
9422,9422,2012,11,3-Tuesday,BOQUEIRÃO,CriminalBehaviour,Break-in,1
9423,9423,2012,11,3-Tuesday,BOQUEIRÃO,CriminalBehaviour,Gunshot,1
9424,9424,2012,11,3-Tuesday,CAJURU,CriminalBehaviour,Break-in,2
9425,9425,2012,11,3-Tuesday,CAJURU,CriminalBehaviour,Illitcit Substance,1
9426,9426,2012,11,3-Tuesday,CAJURU,CriminalBehaviour,Misuse of transport card,1
9427,9427,2012,11,3-Tuesday,CAJURU,CriminalBehaviour,Robbery,2
9428,9428,2012,11,3-Tuesday,MATRIZ,CriminalBehaviour,Agression,1
9429,9429,2012,11,3-Tuesday,MATRIZ,CriminalBehaviour,Break-in,4
9430,9430,2012,11,3-Tuesday,MATRIZ,CriminalBehaviour,Illitcit Substance,16
9431,9431,2012,11,3-Tuesday,MATRIZ,CriminalBehaviour,Obscene/libelous acts,2
9432,9432,2012,11,3-Tuesday,PINHEIRINHO,CriminalBehaviour,Agression,1
9433,9433,2012,11,3-Tuesday,PINHEIRINHO,CriminalBehaviour,Break-in,1
9434,9434,2012,11,3-Tuesday,PINHEIRINHO,CriminalBehaviour,Illitcit Substance,1
9435,9435,2012,11,3-Tuesday,PINHEIRINHO,CriminalBehaviour,Robbery,2
9436,9436,2012,11,3-Tuesday,PORTÃO,CriminalBehaviour,Agression,1
9437,9437,2012,11,3-Tuesday,PORTÃO,CriminalBehaviour,Break-in,2
9438,9438,2012,11,3-Tuesday,PORTÃO,CriminalBehaviour,Illitcit Substance,3
9439,9439,2012,11,3-Tuesday,PORTÃO,CriminalBehaviour,Theft,2
9440,9440,2012,11,3-Tuesday,SANTA FELICIDADE,CriminalBehaviour,Break-in,1
9441,9441,2012,11,3-Tuesday,SANTA FELICIDADE,CriminalBehaviour,Gambling,1
9442,9442,2012,11,3-Tuesday,SANTA FELICIDADE,CriminalBehaviour,Illitcit Substance,1
9443,9443,2012,11,3-Tuesday,SANTA FELICIDADE,CriminalBehaviour,Robbery,1
9444,9444,2012,11,4-Wednesday,BAIRRO NOVO,CriminalBehaviour,Illitcit Substance,3
9445,9445,2012,11,4-Wednesday,BOA VISTA,CriminalBehaviour,Agression,1
9446,9446,2012,11,4-Wednesday,BOA VISTA,CriminalBehaviour,Break-in,1
9447,9447,2012,11,4-Wednesday,BOA VISTA,CriminalBehaviour,Illitcit Substance,5
9448,9448,2012,11,4-Wednesday,BOA VISTA,CriminalBehaviour,Robbery,3
9449,9449,2012,11,4-Wednesday,BOQUEIRÃO,CriminalBehaviour,Illitcit Substance,1
9450,9450,2012,11,4-Wednesday,BOQUEIRÃO,CriminalBehaviour,Robbery,1
9451,9451,2012,11,4-Wednesday,CAJURU,CriminalBehaviour,Break-in,3
9452,9452,2012,11,4-Wednesday,CAJURU,CriminalBehaviour,Misuse of transport card,1
9453,9453,2012,11,4-Wednesday,CAJURU,CriminalBehaviour,Robbery,1
9454,9454,2012,11,4-Wednesday,CIC,CriminalBehaviour,Break-in,1
9455,9455,2012,11,4-Wednesday,CIC,CriminalBehaviour,Fishing in Prohibited Places,1
9456,9456,2012,11,4-Wednesday,CIC,CriminalBehaviour,Illitcit Substance,2
9457,9457,2012,11,4-Wednesday,CIC,CriminalBehaviour,Robbery,1
9458,9458,2012,11,4-Wednesday,MATRIZ,CriminalBehaviour,Agression,3
9459,9459,2012,11,4-Wednesday,MATRIZ,CriminalBehaviour,Break-in,1
9460,9460,2012,11,4-Wednesday,MATRIZ,CriminalBehaviour,Illitcit Substance,15
9461,9461,2012,11,4-Wednesday,MATRIZ,CriminalBehaviour,Physical/Verbal Agression,4
9462,9462,2012,11,4-Wednesday,MATRIZ,CriminalBehaviour,Robbery,1
9463,9463,2012,11,4-Wednesday,MATRIZ,CriminalBehaviour,Theft,3
9464,9464,2012,11,4-Wednesday,PINHEIRINHO,CriminalBehaviour,Physical/Verbal Agression,2
9465,9465,2012,11,4-Wednesday,PINHEIRINHO,CriminalBehaviour,Robbery,1
9466,9466,2012,11,4-Wednesday,PORTÃO,CriminalBehaviour,Agression,2
9467,9467,2012,11,4-Wednesday,PORTÃO,CriminalBehaviour,Illitcit Substance,4
9468,9468,2012,11,4-Wednesday,PORTÃO,CriminalBehaviour,Physical/Verbal Agression,1
9469,9469,2012,11,4-Wednesday,PORTÃO,CriminalBehaviour,Possession of explosive device,1
9470,9470,2012,11,4-Wednesday,PORTÃO,CriminalBehaviour,Robbery,1
9471,9471,2012,11,4-Wednesday,SANTA FELICIDADE,CriminalBehaviour,Illitcit Substance,1
9472,9472,2012,11,4-Wednesday,SANTA FELICIDADE,CriminalBehaviour,Physical/Verbal Agression,1
9473,9473,2012,11,4-Wednesday,SANTA FELICIDADE,CriminalBehaviour,Robbery,1
9474,9474,2012,11,5-Thursday,BAIRRO NOVO,CriminalBehaviour,Corporal injury,1
9475,9475,2012,11,5-Thursday,BAIRRO NOVO,CriminalBehaviour,Illitcit Substance,1
9476,9476,2012,11,5-Thursday,BAIRRO NOVO,CriminalBehaviour,Robbery,1
9477,9477,2012,11,5-Thursday,BOA VISTA,CriminalBehaviour,Break-in,1
9478,9478,2012,11,5-Thursday,BOA VISTA,CriminalBehaviour,Illitcit Substance,5
9479,9479,2012,11,5-Thursday,BOA VISTA,CriminalBehaviour,Robbery,1
9480,9480,2012,11,5-Thursday,BOA VISTA,CriminalBehaviour,Theft,3
9481,9481,2012,11,5-Thursday,BOQUEIRÃO,CriminalBehaviour,Break-in,1
9482,9482,2012,11,5-Thursday,BOQUEIRÃO,CriminalBehaviour,Illitcit Substance,3
9483,9483,2012,11,5-Thursday,CAJURU,CriminalBehaviour,Break-in,1
9484,9484,2012,11,5-Thursday,CAJURU,CriminalBehaviour,Illitcit Substance,2
9485,9485,2012,11,5-Thursday,CAJURU,CriminalBehaviour,Theft,1
9486,9486,2012,11,5-Thursday,CIC,CriminalBehaviour,Break-in,2
9487,9487,2012,11,5-Thursday,CIC,CriminalBehaviour,Illitcit Substance,1
9488,9488,2012,11,5-Thursday,CIC,CriminalBehaviour,Rape,1
9489,9489,2012,11,5-Thursday,CIC,CriminalBehaviour,Robbery,1
9490,9490,2012,11,5-Thursday,MATRIZ,CriminalBehaviour,Agression,2
9491,9491,2012,11,5-Thursday,MATRIZ,CriminalBehaviour,Break-in,1
9492,9492,2012,11,5-Thursday,MATRIZ,CriminalBehaviour,Environmental crime,1
9493,9493,2012,11,5-Thursday,MATRIZ,CriminalBehaviour,Gambling,1
9494,9494,2012,11,5-Thursday,MATRIZ,CriminalBehaviour,Illegal possession,1
9495,9495,2012,11,5-Thursday,MATRIZ,CriminalBehaviour,Illitcit Substance,30
9496,9496,2012,11,5-Thursday,MATRIZ,CriminalBehaviour,Obscene/libelous acts,1
9497,9497,2012,11,5-Thursday,MATRIZ,CriminalBehaviour,Robbery,4
9498,9498,2012,11,5-Thursday,MATRIZ,CriminalBehaviour,Theft,2
9499,9499,2012,11,5-Thursday,PINHEIRINHO,CriminalBehaviour,Break-in,2
9500,9500,2012,11,5-Thursday,PORTÃO,CriminalBehaviour,Agression,1
9501,9501,2012,11,5-Thursday,PORTÃO,CriminalBehaviour,Break-in,3
9502,9502,2012,11,5-Thursday,PORTÃO,CriminalBehaviour,Illitcit Substance,2
9503,9503,2012,11,5-Thursday,PORTÃO,CriminalBehaviour,Robbery,3
9504,9504,2012,11,5-Thursday,PORTÃO,CriminalBehaviour,Theft,1
9505,9505,2012,11,5-Thursday,SANTA FELICIDADE,CriminalBehaviour,Break-in,1
9506,9506,2012,11,5-Thursday,SANTA FELICIDADE,CriminalBehaviour,Gunshot,1
9507,9507,2012,11,5-Thursday,SANTA FELICIDADE,CriminalBehaviour,Illitcit Substance,1
9508,9508,2012,11,5-Thursday,SANTA FELICIDADE,CriminalBehaviour,Physical/Verbal Agression,1
9509,9509,2012,11,5-Thursday,SANTA FELICIDADE,CriminalBehaviour,Theft,1
9510,9510,2012,11,6-Friday,BAIRRO NOVO,CriminalBehaviour,Break-in,2
9511,9511,2012,11,6-Friday,BAIRRO NOVO,CriminalBehaviour,Corporal injury,1
9512,9512,2012,11,6-Friday,BAIRRO NOVO,CriminalBehaviour,Illegal possession,1
9513,9513,2012,11,6-Friday,BAIRRO NOVO,CriminalBehaviour,Illitcit Substance,5
9514,9514,2012,11,6-Friday,BAIRRO NOVO,CriminalBehaviour,Robbery,1
9515,9515,2012,11,6-Friday,BOA VISTA,CriminalBehaviour,Break-in,1
9516,9516,2012,11,6-Friday,BOA VISTA,CriminalBehaviour,Fishing in Prohibited Places,1
9517,9517,2012,11,6-Friday,BOA VISTA,CriminalBehaviour,Illitcit Substance,1
9518,9518,2012,11,6-Friday,BOQUEIRÃO,CriminalBehaviour,Fishing in Prohibited Places,1
9519,9519,2012,11,6-Friday,BOQUEIRÃO,CriminalBehaviour,Obscene/libelous acts,1
9520,9520,2012,11,6-Friday,BOQUEIRÃO,CriminalBehaviour,Robbery,1
9521,9521,2012,11,6-Friday,BOQUEIRÃO,CriminalBehaviour,Theft,1
9522,9522,2012,11,6-Friday,CAJURU,CriminalBehaviour,Break-in,3
9523,9523,2012,11,6-Friday,CAJURU,CriminalBehaviour,Robbery,2
9524,9524,2012,11,6-Friday,CIC,CriminalBehaviour,Illitcit Substance,2
9525,9525,2012,11,6-Friday,CIC,CriminalBehaviour,Theft,2
9526,9526,2012,11,6-Friday,MATRIZ,CriminalBehaviour,Agression,1
9527,9527,2012,11,6-Friday,MATRIZ,CriminalBehaviour,Break-in,3
9528,9528,2012,11,6-Friday,MATRIZ,CriminalBehaviour,Crime against individual liberty,1
9529,9529,2012,11,6-Friday,MATRIZ,CriminalBehaviour,Illitcit Substance,24
9530,9530,2012,11,6-Friday,MATRIZ,CriminalBehaviour,Obscene/libelous acts,2
9531,9531,2012,11,6-Friday,MATRIZ,CriminalBehaviour,Physical/Verbal Agression,2
9532,9532,2012,11,6-Friday,MATRIZ,CriminalBehaviour,Robbery,5
9533,9533,2012,11,6-Friday,MATRIZ,CriminalBehaviour,Theft,1
9534,9534,2012,11,6-Friday,PINHEIRINHO,CriminalBehaviour,Agression,1
9535,9535,2012,11,6-Friday,PINHEIRINHO,CriminalBehaviour,Break-in,3
9536,9536,2012,11,6-Friday,PINHEIRINHO,CriminalBehaviour,Corporal injury,1
9537,9537,2012,11,6-Friday,PINHEIRINHO,CriminalBehaviour,Environmental crime,1
9538,9538,2012,11,6-Friday,PINHEIRINHO,CriminalBehaviour,Physical/Verbal Agression,1
9539,9539,2012,11,6-Friday,PINHEIRINHO,CriminalBehaviour,Robbery,1
9540,9540,2012,11,6-Friday,PORTÃO,CriminalBehaviour,Illitcit Substance,5
9541,9541,2012,11,6-Friday,PORTÃO,CriminalBehaviour,Physical/Verbal Agression,1
9542,9542,2012,11,6-Friday,PORTÃO,CriminalBehaviour,Robbery,1
9543,9543,2012,11,6-Friday,SANTA FELICIDADE,CriminalBehaviour,Corporal injury,1
9544,9544,2012,11,6-Friday,SANTA FELICIDADE,CriminalBehaviour,Illitcit Substance,2
9545,9545,2012,11,6-Friday,SANTA FELICIDADE,CriminalBehaviour,Robbery,1
9546,9546,2012,11,7-Saturday,BAIRRO NOVO,CriminalBehaviour,Physical/Verbal Agression,1
9547,9547,2012,11,7-Saturday,BOA VISTA,CriminalBehaviour,Agression,1
9548,9548,2012,11,7-Saturday,BOA VISTA,CriminalBehaviour,Break-in,4
9549,9549,2012,11,7-Saturday,BOA VISTA,CriminalBehaviour,Corporal injury,1
9550,9550,2012,11,7-Saturday,BOA VISTA,CriminalBehaviour,Illitcit Substance,2
9551,9551,2012,11,7-Saturday,BOA VISTA,CriminalBehaviour,Physical/Verbal Agression,2
9552,9552,2012,11,7-Saturday,BOQUEIRÃO,CriminalBehaviour,Break-in,2
9553,9553,2012,11,7-Saturday,CAJURU,CriminalBehaviour,Break-in,1
9554,9554,2012,11,7-Saturday,CAJURU,CriminalBehaviour,Robbery,1
9555,9555,2012,11,7-Saturday,CIC,CriminalBehaviour,Illitcit Substance,2
9556,9556,2012,11,7-Saturday,CIC,CriminalBehaviour,Robbery,1
9557,9557,2012,11,7-Saturday,CIC,CriminalBehaviour,Theft,1
9558,9558,2012,11,7-Saturday,MATRIZ,CriminalBehaviour,Agression,4
9559,9559,2012,11,7-Saturday,MATRIZ,CriminalBehaviour,Break-in,3
9560,9560,2012,11,7-Saturday,MATRIZ,CriminalBehaviour,Environmental crime,1
9561,9561,2012,11,7-Saturday,MATRIZ,CriminalBehaviour,Gambling,1
9562,9562,2012,11,7-Saturday,MATRIZ,CriminalBehaviour,Illitcit Substance,19
9563,9563,2012,11,7-Saturday,MATRIZ,CriminalBehaviour,Physical/Verbal Agression,3
9564,9564,2012,11,7-Saturday,MATRIZ,CriminalBehaviour,Robbery,3
9565,9565,2012,11,7-Saturday,MATRIZ,CriminalBehaviour,Theft,1
9566,9566,2012,11,7-Saturday,PINHEIRINHO,CriminalBehaviour,Agression,1
9567,9567,2012,11,7-Saturday,PINHEIRINHO,CriminalBehaviour,Break-in,1
9568,9568,2012,11,7-Saturday,PINHEIRINHO,CriminalBehaviour,Environmental crime,1
9569,9569,2012,11,7-Saturday,PINHEIRINHO,CriminalBehaviour,Physical/Verbal Agression,1
9570,9570,2012,11,7-Saturday,PORTÃO,CriminalBehaviour,Break-in,1
9571,9571,2012,11,7-Saturday,PORTÃO,CriminalBehaviour,Illitcit Substance,3
9572,9572,2012,11,7-Saturday,PORTÃO,CriminalBehaviour,Robbery,1
9573,9573,2012,11,7-Saturday,SANTA FELICIDADE,CriminalBehaviour,Break-in,1
9574,9574,2012,11,7-Saturday,SANTA FELICIDADE,CriminalBehaviour,Physical/Verbal Agression,1
9575,9575,2012,12,1-Sunday,BAIRRO NOVO,CriminalBehaviour,Break-in,1
9576,9576,2012,12,1-Sunday,BAIRRO NOVO,CriminalBehaviour,Gunshot,1
9577,9577,2012,12,1-Sunday,BAIRRO NOVO,CriminalBehaviour,Illitcit Substance,5
9578,9578,2012,12,1-Sunday,BOA VISTA,CriminalBehaviour,Agression,1
9579,9579,2012,12,1-Sunday,BOA VISTA,CriminalBehaviour,Break-in,3
9580,9580,2012,12,1-Sunday,BOA VISTA,CriminalBehaviour,Illitcit Substance,4
9581,9581,2012,12,1-Sunday,BOA VISTA,CriminalBehaviour,Obscene/libelous acts,1
9582,9582,2012,12,1-Sunday,BOA VISTA,CriminalBehaviour,Robbery,1
9583,9583,2012,12,1-Sunday,BOQUEIRÃO,CriminalBehaviour,Illitcit Substance,2
9584,9584,2012,12,1-Sunday,BOQUEIRÃO,CriminalBehaviour,Obscene/libelous acts,1
9585,9585,2012,12,1-Sunday,CAJURU,CriminalBehaviour,Break-in,2
9586,9586,2012,12,1-Sunday,CIC,CriminalBehaviour,Break-in,5
9587,9587,2012,12,1-Sunday,MATRIZ,CriminalBehaviour,Agression,1
9588,9588,2012,12,1-Sunday,MATRIZ,CriminalBehaviour,Break-in,3
9589,9589,2012,12,1-Sunday,MATRIZ,CriminalBehaviour,Illitcit Substance,10
9590,9590,2012,12,1-Sunday,MATRIZ,CriminalBehaviour,Robbery,2
9591,9591,2012,12,1-Sunday,MATRIZ,CriminalBehaviour,Theft,1
9592,9592,2012,12,1-Sunday,PINHEIRINHO,CriminalBehaviour,Agression,1
9593,9593,2012,12,1-Sunday,PINHEIRINHO,CriminalBehaviour,Break-in,2
9594,9594,2012,12,1-Sunday,PINHEIRINHO,CriminalBehaviour,Robbery,1
9595,9595,2012,12,1-Sunday,PORTÃO,CriminalBehaviour,Break-in,2
9596,9596,2012,12,1-Sunday,PORTÃO,CriminalBehaviour,Robbery,1
9597,9597,2012,12,1-Sunday,SANTA FELICIDADE,CriminalBehaviour,Agression,3
9598,9598,2012,12,1-Sunday,SANTA FELICIDADE,CriminalBehaviour,Child grooming/enticement,1
9599,9599,2012,12,1-Sunday,SANTA FELICIDADE,CriminalBehaviour,Illitcit Substance,3
9600,9600,2012,12,1-Sunday,SANTA FELICIDADE,CriminalBehaviour,Theft,1
9601,9601,2012,12,2-Monday,BAIRRO NOVO,CriminalBehaviour,Break-in,2
9602,9602,2012,12,2-Monday,BAIRRO NOVO,CriminalBehaviour,Illitcit Substance,2
9603,9603,2012,12,2-Monday,BAIRRO NOVO,CriminalBehaviour,Theft,2
9604,9604,2012,12,2-Monday,BOA VISTA,CriminalBehaviour,Agression,1
9605,9605,2012,12,2-Monday,BOA VISTA,CriminalBehaviour,Break-in,1
9606,9606,2012,12,2-Monday,BOA VISTA,CriminalBehaviour,Environmental crime,1
9607,9607,2012,12,2-Monday,BOA VISTA,CriminalBehaviour,Illitcit Substance,3
9608,9608,2012,12,2-Monday,BOA VISTA,CriminalBehaviour,Robbery,1
9609,9609,2012,12,2-Monday,BOQUEIRÃO,CriminalBehaviour,Break-in,2
9610,9610,2012,12,2-Monday,BOQUEIRÃO,CriminalBehaviour,Illitcit Substance,3
9611,9611,2012,12,2-Monday,BOQUEIRÃO,CriminalBehaviour,Obscene/libelous acts,1
9612,9612,2012,12,2-Monday,BOQUEIRÃO,CriminalBehaviour,Robbery,1
9613,9613,2012,12,2-Monday,CAJURU,CriminalBehaviour,Break-in,2
9614,9614,2012,12,2-Monday,CAJURU,CriminalBehaviour,Illitcit Substance,1
9615,9615,2012,12,2-Monday,CAJURU,CriminalBehaviour,Robbery,3
9616,9616,2012,12,2-Monday,CAJURU,CriminalBehaviour,Theft,1
9617,9617,2012,12,2-Monday,CIC,CriminalBehaviour,Break-in,1
9618,9618,2012,12,2-Monday,CIC,CriminalBehaviour,Illitcit Substance,1
9619,9619,2012,12,2-Monday,MATRIZ,CriminalBehaviour,Agression,4
9620,9620,2012,12,2-Monday,MATRIZ,CriminalBehaviour,Corporal injury,1
9621,9621,2012,12,2-Monday,MATRIZ,CriminalBehaviour,Environmental crime,1
9622,9622,2012,12,2-Monday,MATRIZ,CriminalBehaviour,Illitcit Substance,11
9623,9623,2012,12,2-Monday,MATRIZ,CriminalBehaviour,Obscene/libelous acts,4
9624,9624,2012,12,2-Monday,MATRIZ,CriminalBehaviour,Physical/Verbal Agression,2
9625,9625,2012,12,2-Monday,MATRIZ,CriminalBehaviour,Robbery,3
9626,9626,2012,12,2-Monday,MATRIZ,CriminalBehaviour,Theft,1
9627,9627,2012,12,2-Monday,PINHEIRINHO,CriminalBehaviour,Illitcit Substance,1
9628,9628,2012,12,2-Monday,PORTÃO,CriminalBehaviour,Agression,1
9629,9629,2012,12,2-Monday,PORTÃO,CriminalBehaviour,Robbery,1
9630,9630,2012,12,2-Monday,SANTA FELICIDADE,CriminalBehaviour,Agression,1
9631,9631,2012,12,2-Monday,SANTA FELICIDADE,CriminalBehaviour,Break-in,1
9632,9632,2012,12,2-Monday,SANTA FELICIDADE,CriminalBehaviour,Illitcit Substance,1
9633,9633,2012,12,2-Monday,SANTA FELICIDADE,CriminalBehaviour,Robbery,1
9634,9634,2012,12,3-Tuesday,BAIRRO NOVO,CriminalBehaviour,Agression,1
9635,9635,2012,12,3-Tuesday,BAIRRO NOVO,CriminalBehaviour,Illitcit Substance,1
9636,9636,2012,12,3-Tuesday,BAIRRO NOVO,CriminalBehaviour,Kidnapping and imprisonment,1
9637,9637,2012,12,3-Tuesday,BOA VISTA,CriminalBehaviour,Agression,1
9638,9638,2012,12,3-Tuesday,BOA VISTA,CriminalBehaviour,Break-in,4
9639,9639,2012,12,3-Tuesday,BOA VISTA,CriminalBehaviour,Illitcit Substance,3
9640,9640,2012,12,3-Tuesday,BOA VISTA,CriminalBehaviour,Obscene/libelous acts,1
9641,9641,2012,12,3-Tuesday,BOQUEIRÃO,CriminalBehaviour,Break-in,3
9642,9642,2012,12,3-Tuesday,BOQUEIRÃO,CriminalBehaviour,Gunshot,1
9643,9643,2012,12,3-Tuesday,BOQUEIRÃO,CriminalBehaviour,Illitcit Substance,1
9644,9644,2012,12,3-Tuesday,CAJURU,CriminalBehaviour,Agression,1
9645,9645,2012,12,3-Tuesday,CAJURU,CriminalBehaviour,Illitcit Substance,1
9646,9646,2012,12,3-Tuesday,CAJURU,CriminalBehaviour,Robbery,1
9647,9647,2012,12,3-Tuesday,CIC,CriminalBehaviour,Gunshot,1
9648,9648,2012,12,3-Tuesday,CIC,CriminalBehaviour,Illitcit Substance,1
9649,9649,2012,12,3-Tuesday,MATRIZ,CriminalBehaviour,Agression,1
9650,9650,2012,12,3-Tuesday,MATRIZ,CriminalBehaviour,Break-in,1
9651,9651,2012,12,3-Tuesday,MATRIZ,CriminalBehaviour,Illitcit Substance,20
9652,9652,2012,12,3-Tuesday,MATRIZ,CriminalBehaviour,Obscene/libelous acts,1
9653,9653,2012,12,3-Tuesday,MATRIZ,CriminalBehaviour,Possession of explosive device,1
9654,9654,2012,12,3-Tuesday,MATRIZ,CriminalBehaviour,Robbery,2
9655,9655,2012,12,3-Tuesday,MATRIZ,CriminalBehaviour,Theft,2
9656,9656,2012,12,3-Tuesday,PINHEIRINHO,CriminalBehaviour,Illitcit Substance,1
9657,9657,2012,12,3-Tuesday,PORTÃO,CriminalBehaviour,Agression,1
9658,9658,2012,12,3-Tuesday,PORTÃO,CriminalBehaviour,Illitcit Substance,3
9659,9659,2012,12,3-Tuesday,PORTÃO,CriminalBehaviour,Theft,1
9660,9660,2012,12,3-Tuesday,REGIÃO METROPOLITANA,CriminalBehaviour,Robbery,1
9661,9661,2012,12,3-Tuesday,SANTA FELICIDADE,CriminalBehaviour,Agression,1
9662,9662,2012,12,3-Tuesday,SANTA FELICIDADE,CriminalBehaviour,Break-in,3
9663,9663,2012,12,3-Tuesday,SANTA FELICIDADE,CriminalBehaviour,Corporal injury,1
9664,9664,2012,12,3-Tuesday,SANTA FELICIDADE,CriminalBehaviour,Illitcit Substance,1
9665,9665,2012,12,3-Tuesday,SANTA FELICIDADE,CriminalBehaviour,Obscene/libelous acts,2
9666,9666,2012,12,3-Tuesday,SANTA FELICIDADE,CriminalBehaviour,Robbery,1
9667,9667,2012,12,4-Wednesday,BAIRRO NOVO,CriminalBehaviour,Break-in,1
9668,9668,2012,12,4-Wednesday,BAIRRO NOVO,CriminalBehaviour,Illitcit Substance,1
9669,9669,2012,12,4-Wednesday,BAIRRO NOVO,CriminalBehaviour,Irregular Construction,1
9670,9670,2012,12,4-Wednesday,BAIRRO NOVO,CriminalBehaviour,Obscene/libelous acts,1
9671,9671,2012,12,4-Wednesday,BOA VISTA,CriminalBehaviour,Illitcit Substance,2
9672,9672,2012,12,4-Wednesday,BOA VISTA,CriminalBehaviour,Physical/Verbal Agression,2
9673,9673,2012,12,4-Wednesday,BOA VISTA,CriminalBehaviour,Theft,1
9674,9674,2012,12,4-Wednesday,BOQUEIRÃO,CriminalBehaviour,Illegal possession,1
9675,9675,2012,12,4-Wednesday,BOQUEIRÃO,CriminalBehaviour,Illitcit Substance,1
9676,9676,2012,12,4-Wednesday,BOQUEIRÃO,CriminalBehaviour,Robbery,1
9677,9677,2012,12,4-Wednesday,CAJURU,CriminalBehaviour,Break-in,1
9678,9678,2012,12,4-Wednesday,CAJURU,CriminalBehaviour,Illitcit Substance,3
