,index,year,month,week_day,weekDay_rads,categories,problem_type_1,count
3896,3896,2013,6,1-Sunday,2.4683942278205517,CriminalBehaviour,Gunshot,1
3897,3897,2013,6,1-Sunday,2.4683942278205517,CriminalBehaviour,Illitcit Substance,26
3898,3898,2013,6,1-Sunday,2.4683942278205517,CriminalBehaviour,Misuse of transport card,1
3899,3899,2013,6,1-Sunday,2.4683942278205517,CriminalBehaviour,Physical/Verbal Agression,3
3900,3900,2013,6,1-Sunday,2.4683942278205517,CriminalBehaviour,Robbery,9
3901,3901,2013,6,1-Sunday,2.4683942278205517,CriminalBehaviour,Theft,2
3902,3902,2013,6,2-Monday,3.365992128846207,CriminalBehaviour,Agression,2
3903,3903,2013,6,2-Monday,3.365992128846207,CriminalBehaviour,Break-in,7
3904,3904,2013,6,2-Monday,3.365992128846207,CriminalBehaviour,Corporal injury,2
3905,3905,2013,6,2-Monday,3.365992128846207,CriminalBehaviour,Fishing in Prohibited Places,1
3906,3906,2013,6,2-Monday,3.365992128846207,CriminalBehaviour,Illitcit Substance,32
3907,3907,2013,6,2-Monday,3.365992128846207,CriminalBehaviour,Misuse of transport card,1
3908,3908,2013,6,2-Monday,3.365992128846207,CriminalBehaviour,Obscene/libelous acts,4
3909,3909,2013,6,2-Monday,3.365992128846207,CriminalBehaviour,Physical/Verbal Agression,4
3910,3910,2013,6,2-Monday,3.365992128846207,CriminalBehaviour,Robbery,12
3911,3911,2013,6,2-Monday,3.365992128846207,CriminalBehaviour,Theft,4
3912,3912,2013,6,3-Tuesday,4.263590029871862,CriminalBehaviour,Agression,5
3913,3913,2013,6,3-Tuesday,4.263590029871862,CriminalBehaviour,Arbitrary violence,1
3914,3914,2013,6,3-Tuesday,4.263590029871862,CriminalBehaviour,Break-in,6
3915,3915,2013,6,3-Tuesday,4.263590029871862,CriminalBehaviour,False Identity,1
3916,3916,2013,6,3-Tuesday,4.263590029871862,CriminalBehaviour,Illitcit Substance,38
3917,3917,2013,6,3-Tuesday,4.263590029871862,CriminalBehaviour,Misuse of transport card,1
3918,3918,2013,6,3-Tuesday,4.263590029871862,CriminalBehaviour,Murder,1
3919,3919,2013,6,3-Tuesday,4.263590029871862,CriminalBehaviour,Obscene/libelous acts,2
3920,3920,2013,6,3-Tuesday,4.263590029871862,CriminalBehaviour,Physical/Verbal Agression,5
3921,3921,2013,6,3-Tuesday,4.263590029871862,CriminalBehaviour,Robbery,14
3922,3922,2013,6,3-Tuesday,4.263590029871862,CriminalBehaviour,Theft,3
3923,3923,2013,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Abuse of incapacitated persons,1
3924,3924,2013,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Agression,3
3925,3925,2013,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Break-in,11
3926,3926,2013,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Environmental crime,1
3927,3927,2013,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Fishing in Prohibited Places,1
3928,3928,2013,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Illitcit Substance,44
3929,3929,2013,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Irregular Construction,1
3930,3930,2013,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Obscene/libelous acts,2
3931,3931,2013,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Physical/Verbal Agression,1
3932,3932,2013,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Robbery,19
3933,3933,2013,6,4-Wednesday,5.161187930897517,CriminalBehaviour,Theft,6
3934,3934,2013,6,5-Thursday,6.058785831923172,CriminalBehaviour,Agression,1
3935,3935,2013,6,5-Thursday,6.058785831923172,CriminalBehaviour,Break-in,10
3936,3936,2013,6,5-Thursday,6.058785831923172,CriminalBehaviour,Fishing in Prohibited Places,1
3937,3937,2013,6,5-Thursday,6.058785831923172,CriminalBehaviour,Illitcit Substance,37
3938,3938,2013,6,5-Thursday,6.058785831923172,CriminalBehaviour,Physical/Verbal Agression,2
3939,3939,2013,6,5-Thursday,6.058785831923172,CriminalBehaviour,Robbery,9
3940,3940,2013,6,5-Thursday,6.058785831923172,CriminalBehaviour,Sexual harassment,1
3941,3941,2013,6,5-Thursday,6.058785831923172,CriminalBehaviour,Theft,6
3942,3942,2013,6,6-Friday,0.6731984257692414,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
3943,3943,2013,6,6-Friday,0.6731984257692414,CriminalBehaviour,Agression,3
3944,3944,2013,6,6-Friday,0.6731984257692414,CriminalBehaviour,Break-in,8
3945,3945,2013,6,6-Friday,0.6731984257692414,CriminalBehaviour,Fraud (monetary),1
3946,3946,2013,6,6-Friday,0.6731984257692414,CriminalBehaviour,Illitcit Substance,43
3947,3947,2013,6,6-Friday,0.6731984257692414,CriminalBehaviour,Misuse of transport card,1
3948,3948,2013,6,6-Friday,0.6731984257692414,CriminalBehaviour,Murder,1
3949,3949,2013,6,6-Friday,0.6731984257692414,CriminalBehaviour,Obscene/libelous acts,5
3950,3950,2013,6,6-Friday,0.6731984257692414,CriminalBehaviour,Physical/Verbal Agression,3
3951,3951,2013,6,6-Friday,0.6731984257692414,CriminalBehaviour,Robbery,11
3952,3952,2013,6,6-Friday,0.6731984257692414,CriminalBehaviour,Theft,6
3953,3953,2013,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Agression,2
3954,3954,2013,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Break-in,17
3955,3955,2013,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Corporal injury,1
3956,3956,2013,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Environmental crime,2
3957,3957,2013,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Fishing in Prohibited Places,1
3958,3958,2013,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Illegal possession,1
3959,3959,2013,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Illitcit Substance,28
3960,3960,2013,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Misuse of transport card,1
3961,3961,2013,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Obscene/libelous acts,4
3962,3962,2013,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Physical/Verbal Agression,2
3963,3963,2013,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Robbery,25
3964,3964,2013,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Sexual harassment,1
3965,3965,2013,6,7-Saturday,1.5707963267948966,CriminalBehaviour,Theft,9
3966,3966,2013,7,1-Sunday,2.4683942278205517,CriminalBehaviour,Agression,6
3967,3967,2013,7,1-Sunday,2.4683942278205517,CriminalBehaviour,Break-in,15
3968,3968,2013,7,1-Sunday,2.4683942278205517,CriminalBehaviour,Corporal injury,1
3969,3969,2013,7,1-Sunday,2.4683942278205517,CriminalBehaviour,Extortion,1
3970,3970,2013,7,1-Sunday,2.4683942278205517,CriminalBehaviour,Illegal possession,2
3971,3971,2013,7,1-Sunday,2.4683942278205517,CriminalBehaviour,Illitcit Substance,19
3972,3972,2013,7,1-Sunday,2.4683942278205517,CriminalBehaviour,Obscene/libelous acts,1
3973,3973,2013,7,1-Sunday,2.4683942278205517,CriminalBehaviour,Physical/Verbal Agression,4
3974,3974,2013,7,1-Sunday,2.4683942278205517,CriminalBehaviour,Robbery,14
3975,3975,2013,7,1-Sunday,2.4683942278205517,CriminalBehaviour,Theft,7
3976,3976,2013,7,2-Monday,3.365992128846207,CriminalBehaviour,Agression,2
3977,3977,2013,7,2-Monday,3.365992128846207,CriminalBehaviour,Break-in,6
3978,3978,2013,7,2-Monday,3.365992128846207,CriminalBehaviour,Environmental crime,1
3979,3979,2013,7,2-Monday,3.365992128846207,CriminalBehaviour,Extortion,1
3980,3980,2013,7,2-Monday,3.365992128846207,CriminalBehaviour,Illitcit Substance,19
3981,3981,2013,7,2-Monday,3.365992128846207,CriminalBehaviour,Obscene/libelous acts,4
3982,3982,2013,7,2-Monday,3.365992128846207,CriminalBehaviour,Physical/Verbal Agression,1
3983,3983,2013,7,2-Monday,3.365992128846207,CriminalBehaviour,Robbery,7
3984,3984,2013,7,2-Monday,3.365992128846207,CriminalBehaviour,Sexual harassment,1
3985,3985,2013,7,2-Monday,3.365992128846207,CriminalBehaviour,Theft,8
3986,3986,2013,7,3-Tuesday,4.263590029871862,CriminalBehaviour,Agression,3
3987,3987,2013,7,3-Tuesday,4.263590029871862,CriminalBehaviour,Break-in,9
3988,3988,2013,7,3-Tuesday,4.263590029871862,CriminalBehaviour,Corporal injury,1
3989,3989,2013,7,3-Tuesday,4.263590029871862,CriminalBehaviour,Crime against individual liberty,1
3990,3990,2013,7,3-Tuesday,4.263590029871862,CriminalBehaviour,Illitcit Substance,39
3991,3991,2013,7,3-Tuesday,4.263590029871862,CriminalBehaviour,Irregular landfill,1
3992,3992,2013,7,3-Tuesday,4.263590029871862,CriminalBehaviour,Obscene/libelous acts,2
3993,3993,2013,7,3-Tuesday,4.263590029871862,CriminalBehaviour,Physical/Verbal Agression,3
3994,3994,2013,7,3-Tuesday,4.263590029871862,CriminalBehaviour,Robbery,12
3995,3995,2013,7,3-Tuesday,4.263590029871862,CriminalBehaviour,Theft,6
3996,3996,2013,7,4-Wednesday,5.161187930897517,CriminalBehaviour,Agression,3
3997,3997,2013,7,4-Wednesday,5.161187930897517,CriminalBehaviour,Break-in,16
3998,3998,2013,7,4-Wednesday,5.161187930897517,CriminalBehaviour,Environmental crime,2
3999,3999,2013,7,4-Wednesday,5.161187930897517,CriminalBehaviour,Fraud (monetary),1
4000,4000,2013,7,4-Wednesday,5.161187930897517,CriminalBehaviour,Illitcit Substance,42
4001,4001,2013,7,4-Wednesday,5.161187930897517,CriminalBehaviour,Obscene/libelous acts,3
4002,4002,2013,7,4-Wednesday,5.161187930897517,CriminalBehaviour,Physical/Verbal Agression,4
4003,4003,2013,7,4-Wednesday,5.161187930897517,CriminalBehaviour,Robbery,18
4004,4004,2013,7,4-Wednesday,5.161187930897517,CriminalBehaviour,Theft,6
4005,4005,2013,7,5-Thursday,6.058785831923172,CriminalBehaviour,Agression,3
4006,4006,2013,7,5-Thursday,6.058785831923172,CriminalBehaviour,Break-in,10
4007,4007,2013,7,5-Thursday,6.058785831923172,CriminalBehaviour,Corporal injury,2
4008,4008,2013,7,5-Thursday,6.058785831923172,CriminalBehaviour,Environmental crime,1
4009,4009,2013,7,5-Thursday,6.058785831923172,CriminalBehaviour,Gunshot,2
4010,4010,2013,7,5-Thursday,6.058785831923172,CriminalBehaviour,Illitcit Substance,25
4011,4011,2013,7,5-Thursday,6.058785831923172,CriminalBehaviour,Obscene/libelous acts,3
4012,4012,2013,7,5-Thursday,6.058785831923172,CriminalBehaviour,Physical/Verbal Agression,3
4013,4013,2013,7,5-Thursday,6.058785831923172,CriminalBehaviour,Robbery,15
4014,4014,2013,7,5-Thursday,6.058785831923172,CriminalBehaviour,Sexual harassment,1
4015,4015,2013,7,5-Thursday,6.058785831923172,CriminalBehaviour,Theft,5
4016,4016,2013,7,6-Friday,0.6731984257692414,CriminalBehaviour,Agression,2
4017,4017,2013,7,6-Friday,0.6731984257692414,CriminalBehaviour,Break-in,8
4018,4018,2013,7,6-Friday,0.6731984257692414,CriminalBehaviour,Corporal injury,2
4019,4019,2013,7,6-Friday,0.6731984257692414,CriminalBehaviour,Fishing in Prohibited Places,1
4020,4020,2013,7,6-Friday,0.6731984257692414,CriminalBehaviour,Illegal possession,1
4021,4021,2013,7,6-Friday,0.6731984257692414,CriminalBehaviour,Illitcit Substance,28
4022,4022,2013,7,6-Friday,0.6731984257692414,CriminalBehaviour,Irregular Construction,1
4023,4023,2013,7,6-Friday,0.6731984257692414,CriminalBehaviour,Misuse of transport card,1
4024,4024,2013,7,6-Friday,0.6731984257692414,CriminalBehaviour,Physical/Verbal Agression,3
4025,4025,2013,7,6-Friday,0.6731984257692414,CriminalBehaviour,Prohibited sale of specific products to minors,1
4026,4026,2013,7,6-Friday,0.6731984257692414,CriminalBehaviour,Robbery,16
4027,4027,2013,7,6-Friday,0.6731984257692414,CriminalBehaviour,Theft,2
4028,4028,2013,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Agression,8
4029,4029,2013,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Break-in,22
4030,4030,2013,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Corporal injury,1
4031,4031,2013,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Environmental crime,1
4032,4032,2013,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Fishing in Prohibited Places,1
4033,4033,2013,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Gunshot,2
4034,4034,2013,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Illegal possession,2
4035,4035,2013,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Illitcit Substance,11
4036,4036,2013,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Irregular Construction,1
4037,4037,2013,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Obscene/libelous acts,1
4038,4038,2013,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Physical/Verbal Agression,3
4039,4039,2013,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Robbery,14
4040,4040,2013,7,7-Saturday,1.5707963267948966,CriminalBehaviour,Theft,2
4041,4041,2013,8,1-Sunday,2.4683942278205517,CriminalBehaviour,Agression,6
4042,4042,2013,8,1-Sunday,2.4683942278205517,CriminalBehaviour,Break-in,11
4043,4043,2013,8,1-Sunday,2.4683942278205517,CriminalBehaviour,Illitcit Substance,33
4044,4044,2013,8,1-Sunday,2.4683942278205517,CriminalBehaviour,Maltreatment,1
4045,4045,2013,8,1-Sunday,2.4683942278205517,CriminalBehaviour,Obscene/libelous acts,2
4046,4046,2013,8,1-Sunday,2.4683942278205517,CriminalBehaviour,Physical/Verbal Agression,5
4047,4047,2013,8,1-Sunday,2.4683942278205517,CriminalBehaviour,Possession of explosive device,1
4048,4048,2013,8,1-Sunday,2.4683942278205517,CriminalBehaviour,Robbery,10
4049,4049,2013,8,1-Sunday,2.4683942278205517,CriminalBehaviour,Sexual harassment,1
4050,4050,2013,8,1-Sunday,2.4683942278205517,CriminalBehaviour,Theft,6
4051,4051,2013,8,2-Monday,3.365992128846207,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
4052,4052,2013,8,2-Monday,3.365992128846207,CriminalBehaviour,Agression,3
4053,4053,2013,8,2-Monday,3.365992128846207,CriminalBehaviour,Break-in,5
4054,4054,2013,8,2-Monday,3.365992128846207,CriminalBehaviour,Extortion,1
4055,4055,2013,8,2-Monday,3.365992128846207,CriminalBehaviour,Fishing in Prohibited Places,1
4056,4056,2013,8,2-Monday,3.365992128846207,CriminalBehaviour,Illegal possession,3
4057,4057,2013,8,2-Monday,3.365992128846207,CriminalBehaviour,Illitcit Substance,30
4058,4058,2013,8,2-Monday,3.365992128846207,CriminalBehaviour,Kidnapping and imprisonment,1
4059,4059,2013,8,2-Monday,3.365992128846207,CriminalBehaviour,Misuse of transport card,2
4060,4060,2013,8,2-Monday,3.365992128846207,CriminalBehaviour,Obscene/libelous acts,3
4061,4061,2013,8,2-Monday,3.365992128846207,CriminalBehaviour,Physical/Verbal Agression,6
4062,4062,2013,8,2-Monday,3.365992128846207,CriminalBehaviour,Robbery,13
4063,4063,2013,8,2-Monday,3.365992128846207,CriminalBehaviour,Theft,10
4064,4064,2013,8,3-Tuesday,4.263590029871862,CriminalBehaviour,Agression,2
4065,4065,2013,8,3-Tuesday,4.263590029871862,CriminalBehaviour,Break-in,5
4066,4066,2013,8,3-Tuesday,4.263590029871862,CriminalBehaviour,Corporal injury,2
4067,4067,2013,8,3-Tuesday,4.263590029871862,CriminalBehaviour,Environmental crime,1
4068,4068,2013,8,3-Tuesday,4.263590029871862,CriminalBehaviour,Illitcit Substance,32
4069,4069,2013,8,3-Tuesday,4.263590029871862,CriminalBehaviour,Misuse of transport card,1
4070,4070,2013,8,3-Tuesday,4.263590029871862,CriminalBehaviour,Obscene/libelous acts,3
4071,4071,2013,8,3-Tuesday,4.263590029871862,CriminalBehaviour,Physical/Verbal Agression,3
4072,4072,2013,8,3-Tuesday,4.263590029871862,CriminalBehaviour,Robbery,15
4073,4073,2013,8,3-Tuesday,4.263590029871862,CriminalBehaviour,Theft,5
4074,4074,2013,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Agression,7
4075,4075,2013,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Break-in,6
4076,4076,2013,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Corporal injury,2
4077,4077,2013,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Gambling,1
4078,4078,2013,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Illegal possession,1
4079,4079,2013,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Illitcit Substance,27
4080,4080,2013,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Kidnapping and imprisonment,1
4081,4081,2013,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Obscene/libelous acts,4
4082,4082,2013,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Physical/Verbal Agression,3
4083,4083,2013,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Robbery,13
4084,4084,2013,8,4-Wednesday,5.161187930897517,CriminalBehaviour,Theft,8
4085,4085,2013,8,4-Wednesday,5.161187930897517,CriminalBehaviour,"Wearing a uniform, or badge of a public function that he does not exercise",1
4086,4086,2013,8,5-Thursday,6.058785831923172,CriminalBehaviour,Agression,4
4087,4087,2013,8,5-Thursday,6.058785831923172,CriminalBehaviour,Break-in,6
4088,4088,2013,8,5-Thursday,6.058785831923172,CriminalBehaviour,Fraud (monetary),1
4089,4089,2013,8,5-Thursday,6.058785831923172,CriminalBehaviour,Gunshot,1
4090,4090,2013,8,5-Thursday,6.058785831923172,CriminalBehaviour,Illegal possession,5
4091,4091,2013,8,5-Thursday,6.058785831923172,CriminalBehaviour,Illitcit Substance,40
4092,4092,2013,8,5-Thursday,6.058785831923172,CriminalBehaviour,Obscene/libelous acts,3
4093,4093,2013,8,5-Thursday,6.058785831923172,CriminalBehaviour,Physical/Verbal Agression,2
4094,4094,2013,8,5-Thursday,6.058785831923172,CriminalBehaviour,Robbery,17
4095,4095,2013,8,5-Thursday,6.058785831923172,CriminalBehaviour,Theft,7
4096,4096,2013,8,5-Thursday,6.058785831923172,CriminalBehaviour,"Wearing a uniform, or badge of a public function that he does not exercise",0
4097,4097,2013,8,6-Friday,0.6731984257692414,CriminalBehaviour,Agression,4
4098,4098,2013,8,6-Friday,0.6731984257692414,CriminalBehaviour,Break-in,18
4099,4099,2013,8,6-Friday,0.6731984257692414,CriminalBehaviour,False Identity,1
4100,4100,2013,8,6-Friday,0.6731984257692414,CriminalBehaviour,Illegal possession,2
4101,4101,2013,8,6-Friday,0.6731984257692414,CriminalBehaviour,Illitcit Substance,49
4102,4102,2013,8,6-Friday,0.6731984257692414,CriminalBehaviour,Irregular Construction,1
4103,4103,2013,8,6-Friday,0.6731984257692414,CriminalBehaviour,Misuse of transport card,1
4104,4104,2013,8,6-Friday,0.6731984257692414,CriminalBehaviour,Obscene/libelous acts,1
4105,4105,2013,8,6-Friday,0.6731984257692414,CriminalBehaviour,Physical/Verbal Agression,3
4106,4106,2013,8,6-Friday,0.6731984257692414,CriminalBehaviour,Robbery,26
4107,4107,2013,8,6-Friday,0.6731984257692414,CriminalBehaviour,Theft,5
4108,4108,2013,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Agression,3
4109,4109,2013,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Break-in,28
4110,4110,2013,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Corporal injury,1
4111,4111,2013,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Extortion,1
4112,4112,2013,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Fishing in Prohibited Places,1
4113,4113,2013,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Illitcit Substance,36
4114,4114,2013,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Irregular Construction,1
4115,4115,2013,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Misuse of transport card,1
4116,4116,2013,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Physical/Verbal Agression,6
4117,4117,2013,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Robbery,20
4118,4118,2013,8,7-Saturday,1.5707963267948966,CriminalBehaviour,Theft,11
4119,4119,2013,9,1-Sunday,2.4683942278205517,CriminalBehaviour,Agression,8
4120,4120,2013,9,1-Sunday,2.4683942278205517,CriminalBehaviour,Break-in,14
4121,4121,2013,9,1-Sunday,2.4683942278205517,CriminalBehaviour,Corporal injury,1
4122,4122,2013,9,1-Sunday,2.4683942278205517,CriminalBehaviour,Environmental crime,1
4123,4123,2013,9,1-Sunday,2.4683942278205517,CriminalBehaviour,Illegal possession,1
4124,4124,2013,9,1-Sunday,2.4683942278205517,CriminalBehaviour,Illitcit Substance,13
4125,4125,2013,9,1-Sunday,2.4683942278205517,CriminalBehaviour,Obscene/libelous acts,1
4126,4126,2013,9,1-Sunday,2.4683942278205517,CriminalBehaviour,Physical/Verbal Agression,7
4127,4127,2013,9,1-Sunday,2.4683942278205517,CriminalBehaviour,Robbery,8
4128,4128,2013,9,1-Sunday,2.4683942278205517,CriminalBehaviour,Theft,4
4129,4129,2013,9,2-Monday,3.365992128846207,CriminalBehaviour,Agression,2
4130,4130,2013,9,2-Monday,3.365992128846207,CriminalBehaviour,Break-in,11
4131,4131,2013,9,2-Monday,3.365992128846207,CriminalBehaviour,Corporal injury,1
4132,4132,2013,9,2-Monday,3.365992128846207,CriminalBehaviour,Fishing in Prohibited Places,1
4133,4133,2013,9,2-Monday,3.365992128846207,CriminalBehaviour,Fraud (monetary),1
4134,4134,2013,9,2-Monday,3.365992128846207,CriminalBehaviour,Illegal possession,2
4135,4135,2013,9,2-Monday,3.365992128846207,CriminalBehaviour,Illitcit Substance,43
4136,4136,2013,9,2-Monday,3.365992128846207,CriminalBehaviour,Irregular landfill,1
4137,4137,2013,9,2-Monday,3.365992128846207,CriminalBehaviour,Obscene/libelous acts,2
4138,4138,2013,9,2-Monday,3.365992128846207,CriminalBehaviour,Physical/Verbal Agression,5
4139,4139,2013,9,2-Monday,3.365992128846207,CriminalBehaviour,Rape,1
4140,4140,2013,9,2-Monday,3.365992128846207,CriminalBehaviour,Robbery,20
4141,4141,2013,9,2-Monday,3.365992128846207,CriminalBehaviour,Theft,6
4142,4142,2013,9,3-Tuesday,4.263590029871862,CriminalBehaviour,Agression,5
4143,4143,2013,9,3-Tuesday,4.263590029871862,CriminalBehaviour,Break-in,5
4144,4144,2013,9,3-Tuesday,4.263590029871862,CriminalBehaviour,Illitcit Substance,28
4145,4145,2013,9,3-Tuesday,4.263590029871862,CriminalBehaviour,Misuse of transport card,1
4146,4146,2013,9,3-Tuesday,4.263590029871862,CriminalBehaviour,Obscene/libelous acts,1
4147,4147,2013,9,3-Tuesday,4.263590029871862,CriminalBehaviour,Physical/Verbal Agression,2
4148,4148,2013,9,3-Tuesday,4.263590029871862,CriminalBehaviour,Robbery,24
4149,4149,2013,9,3-Tuesday,4.263590029871862,CriminalBehaviour,Theft,8
4150,4150,2013,9,4-Wednesday,5.161187930897517,CriminalBehaviour,Agression,2
4151,4151,2013,9,4-Wednesday,5.161187930897517,CriminalBehaviour,Break-in,11
4152,4152,2013,9,4-Wednesday,5.161187930897517,CriminalBehaviour,Extortion,1
4153,4153,2013,9,4-Wednesday,5.161187930897517,CriminalBehaviour,Illitcit Substance,35
4154,4154,2013,9,4-Wednesday,5.161187930897517,CriminalBehaviour,Kidnapping and imprisonment,1
4155,4155,2013,9,4-Wednesday,5.161187930897517,CriminalBehaviour,Maltreatment,1
4156,4156,2013,9,4-Wednesday,5.161187930897517,CriminalBehaviour,Obscene/libelous acts,1
4157,4157,2013,9,4-Wednesday,5.161187930897517,CriminalBehaviour,Physical/Verbal Agression,6
4158,4158,2013,9,4-Wednesday,5.161187930897517,CriminalBehaviour,Robbery,18
4159,4159,2013,9,4-Wednesday,5.161187930897517,CriminalBehaviour,Theft,7
4160,4160,2013,9,5-Thursday,6.058785831923172,CriminalBehaviour,Agression,5
4161,4161,2013,9,5-Thursday,6.058785831923172,CriminalBehaviour,Break-in,5
4162,4162,2013,9,5-Thursday,6.058785831923172,CriminalBehaviour,Corporal injury,1
4163,4163,2013,9,5-Thursday,6.058785831923172,CriminalBehaviour,Extortion,1
4164,4164,2013,9,5-Thursday,6.058785831923172,CriminalBehaviour,Illitcit Substance,31
4165,4165,2013,9,5-Thursday,6.058785831923172,CriminalBehaviour,Obscene/libelous acts,2
4166,4166,2013,9,5-Thursday,6.058785831923172,CriminalBehaviour,Physical/Verbal Agression,4
4167,4167,2013,9,5-Thursday,6.058785831923172,CriminalBehaviour,Robbery,18
4168,4168,2013,9,5-Thursday,6.058785831923172,CriminalBehaviour,Theft,6
4169,4169,2013,9,6-Friday,0.6731984257692414,CriminalBehaviour,Agression,5
4170,4170,2013,9,6-Friday,0.6731984257692414,CriminalBehaviour,Break-in,5
4171,4171,2013,9,6-Friday,0.6731984257692414,CriminalBehaviour,Corporal injury,1
4172,4172,2013,9,6-Friday,0.6731984257692414,CriminalBehaviour,Illegal possession,1
4173,4173,2013,9,6-Friday,0.6731984257692414,CriminalBehaviour,Illitcit Substance,26
4174,4174,2013,9,6-Friday,0.6731984257692414,CriminalBehaviour,Misuse of transport card,1
4175,4175,2013,9,6-Friday,0.6731984257692414,CriminalBehaviour,Obscene/libelous acts,2
4176,4176,2013,9,6-Friday,0.6731984257692414,CriminalBehaviour,Physical/Verbal Agression,8
4177,4177,2013,9,6-Friday,0.6731984257692414,CriminalBehaviour,Robbery,25
4178,4178,2013,9,6-Friday,0.6731984257692414,CriminalBehaviour,Theft,6
4179,4179,2013,9,7-Saturday,1.5707963267948966,CriminalBehaviour,Abuse of incapacitated persons,1
4180,4180,2013,9,7-Saturday,1.5707963267948966,CriminalBehaviour,Agression,5
4181,4181,2013,9,7-Saturday,1.5707963267948966,CriminalBehaviour,Break-in,22
4182,4182,2013,9,7-Saturday,1.5707963267948966,CriminalBehaviour,Corporal injury,3
4183,4183,2013,9,7-Saturday,1.5707963267948966,CriminalBehaviour,Fishing in Prohibited Places,1
4184,4184,2013,9,7-Saturday,1.5707963267948966,CriminalBehaviour,Gunshot,1
4185,4185,2013,9,7-Saturday,1.5707963267948966,CriminalBehaviour,Illegal possession,2
4186,4186,2013,9,7-Saturday,1.5707963267948966,CriminalBehaviour,Illitcit Substance,23
4187,4187,2013,9,7-Saturday,1.5707963267948966,CriminalBehaviour,Obscene/libelous acts,1
4188,4188,2013,9,7-Saturday,1.5707963267948966,CriminalBehaviour,Physical/Verbal Agression,3
4189,4189,2013,9,7-Saturday,1.5707963267948966,CriminalBehaviour,Robbery,16
4190,4190,2013,9,7-Saturday,1.5707963267948966,CriminalBehaviour,Sexual harassment,1
4191,4191,2013,9,7-Saturday,1.5707963267948966,CriminalBehaviour,Theft,4
4192,4192,2013,10,1-Sunday,2.4683942278205517,CriminalBehaviour,Agression,8
4193,4193,2013,10,1-Sunday,2.4683942278205517,CriminalBehaviour,Break-in,20
4194,4194,2013,10,1-Sunday,2.4683942278205517,CriminalBehaviour,Corporal injury,2
4195,4195,2013,10,1-Sunday,2.4683942278205517,CriminalBehaviour,Environmental crime,1
4196,4196,2013,10,1-Sunday,2.4683942278205517,CriminalBehaviour,Illitcit Substance,16
4197,4197,2013,10,1-Sunday,2.4683942278205517,CriminalBehaviour,Murder,1
4198,4198,2013,10,1-Sunday,2.4683942278205517,CriminalBehaviour,Obscene/libelous acts,2
